Match_ID,Team1,Team2,Venue,Team1_Runs,Team2_Runs,Match_Winner,Toss_Winner,Toss_Decision,Key_Performance_Metric
836,SA,AUS,Cape Town,371,321,Team1,Team1,Bowl,58
837,AUS,AUS,Cape Town,202,278,Team1,Team2,Bowl,34
838,SA,AUS,Cape Town,369,357,Team1,Team1,Bat,93
839,ENG,IND,Sydney,205,373,Team1,Team1,Bowl,1
840,IND,AUS,Mumbai,262,295,Team2,Team1,Bowl,67
841,ENG,AUS,Karachi,315,283,Team1,Team2,Bat,44
842,AUS,IND,Cape Town,370,239,Team1,Team1,Bat,97
843,PAK,PAK,Karachi,245,234,Team1,Team1,Bat,21
844,SA,NZ,Mumbai,356,285,Team2,Team1,Bat,63
845,PAK,IND,Mumbai,212,247,Team2,Team1,Bowl,80
846,AUS,AUS,Karachi,360,331,Team1,Team2,Bat,75
847,SA,PAK,Mumbai,297,231,Team1,Team1,Bowl,48
848,AUS,IND,Mumbai,349,394,Team1,Team1,Bowl,22
849,SA,NZ,Mumbai,392,217,Team1,Team1,Bat,37
850,SA,IND,Sydney,382,234,Team1,Team1,Bat,40
851,SA,PAK,Sydney,393,264,Team2,Team1,Bat,5
852,PAK,PAK,Sydney,312,268,Team2,Team2,Bowl,97
853,IND,NZ,Cape Town,242,263,Team1,Team2,Bat,2
854,PAK,SA,Cape Town,332,284,Team2,Team1,Bowl,65
855,PAK,AUS,Sydney,392,276,Team1,Team2,Bat,32
856,AUS,ENG,Sydney,258,302,Team1,Team1,Bat,88
857,AUS,ENG,Lord's,210,327,Team2,Team2,Bowl,50
858,AUS,PAK,Cape Town,358,223,Team2,Team1,Bowl,4
859,NZ,SA,Cape Town,252,304,Team1,Team2,Bowl,83
860,PAK,ENG,Mumbai,236,244,Team1,Team1,Bat,16
861,AUS,NZ,Sydney,233,330,Team2,Team1,Bowl,49
862,IND,ENG,Mumbai,213,326,Team1,Team2,Bowl,7
863,NZ,AUS,Cape Town,290,308,Team1,Team1,Bowl,44
864,SA,SA,Lord's,275,363,Team1,Team1,Bat,38
865,PAK,AUS,Mumbai,321,275,Team2,Team1,Bat,1
866,SA,PAK,Karachi,345,328,Team2,Team1,Bat,92
867,ENG,ENG,Cape Town,237,274,Team1,Team1,Bat,1
868,SA,ENG,Mumbai,368,347,Team2,Team1,Bat,82
869,SA,SA,Sydney,322,281,Team1,Team2,Bowl,81
870,IND,ENG,Cape Town,287,235,Team1,Team1,Bowl,35
871,IND,SA,Sydney,285,287,Team1,Team2,Bat,25
872,AUS,SA,Sydney,390,353,Team2,Team2,Bowl,7
873,ENG,PAK,Mumbai,343,268,Team1,Team2,Bowl,42
874,AUS,PAK,Karachi,378,272,Team2,Team1,Bat,4
875,PAK,ENG,Karachi,260,280,Team1,Team2,Bowl,59
876,PAK,IND,Karachi,333,294,Team2,Team2,Bat,74
877,NZ,SA,Karachi,254,235,Team1,Team2,Bat,89
878,AUS,AUS,Cape Town,388,243,Team1,Team1,Bowl,80
879,AUS,AUS,Sydney,325,318,Team2,Team1,Bat,17
880,NZ,AUS,Mumbai,257,208,Team1,Team1,Bowl,90
881,NZ,NZ,Sydney,372,267,Team1,Team1,Bowl,40
882,NZ,IND,Lord's,312,265,Team2,Team1,Bat,44
883,IND,SA,Mumbai,309,296,Team2,Team2,Bat,22
884,IND,PAK,Lord's,310,275,Team1,Team1,Bat,4
885,IND,ENG,Lord's,287,214,Team2,Team1,Bat,39
886,SA,NZ,Sydney,330,262,Team1,Team1,Bowl,42
887,PAK,ENG,Sydney,396,393,Team2,Team1,Bat,49
888,SA,AUS,Mumbai,354,314,Team2,Team2,Bowl,23
889,ENG,NZ,Karachi,291,212,Team1,Team1,Bowl,41
890,AUS,ENG,Sydney,387,374,Team1,Team1,Bat,49
891,PAK,ENG,Karachi,344,275,Team1,Team1,Bat,57
892,AUS,AUS,Sydney,330,351,Team2,Team1,Bowl,38
893,SA,PAK,Sydney,282,382,Team1,Team2,Bat,61
894,NZ,IND,Karachi,244,261,Team1,Team1,Bat,62
895,PAK,AUS,Cape Town,363,247,Team1,Team1,Bowl,66
896,SA,SA,Mumbai,291,316,Team2,Team1,Bat,9
897,SA,ENG,Lord's,251,262,Team1,Team2,Bowl,19
898,PAK,ENG,Cape Town,351,257,Team1,Team1,Bowl,75
899,ENG,ENG,Mumbai,308,268,Team1,Team1,Bat,41
900,ENG,NZ,Cape Town,377,296,Team1,Team1,Bowl,91
901,ENG,SA,Cape Town,209,278,Team1,Team2,Bowl,63
902,ENG,AUS,Lord's,346,360,Team1,Team2,Bowl,79
903,PAK,SA,Sydney,315,214,Team2,Team2,Bowl,20
904,PAK,IND,Cape Town,216,308,Team2,Team2,Bat,92
905,SA,NZ,Karachi,373,218,Team1,Team1,Bat,93
906,ENG,IND,Cape Town,393,297,Team1,Team2,Bowl,91
907,ENG,IND,Sydney,344,339,Team1,Team2,Bat,30
908,PAK,AUS,Cape Town,370,390,Team2,Team1,Bowl,94
909,PAK,AUS,Lord's,288,351,Team1,Team1,Bat,97
910,SA,PAK,Sydney,358,353,Team1,Team1,Bowl,40
911,SA,SA,Mumbai,257,287,Team1,Team2,Bat,0
912,ENG,IND,Cape Town,270,393,Team2,Team1,Bowl,69
913,SA,ENG,Lord's,324,327,Team2,Team2,Bat,83
914,PAK,SA,Mumbai,345,367,Team1,Team2,Bat,94
915,NZ,IND,Sydney,366,323,Team1,Team1,Bat,13
916,IND,NZ,Karachi,209,305,Team2,Team2,Bat,78
917,AUS,AUS,Cape Town,378,239,Team1,Team1,Bowl,95
918,NZ,NZ,Sydney,233,330,Team2,Team1,Bat,37
919,ENG,IND,Sydney,222,301,Team1,Team2,Bat,84
920,NZ,NZ,Sydney,217,303,Team1,Team1,Bowl,88
921,AUS,AUS,Sydney,239,245,Team1,Team2,Bat,46
922,IND,IND,Sydney,346,213,Team1,Team1,Bowl,16
923,PAK,PAK,Mumbai,297,298,Team2,Team1,Bat,71
924,SA,AUS,Mumbai,378,353,Team1,Team2,Bowl,31
925,PAK,NZ,Cape Town,260,358,Team2,Team1,Bat,15
926,NZ,AUS,Karachi,334,261,Team1,Team1,Bowl,17
927,IND,NZ,Cape Town,284,252,Team1,Team1,Bowl,6
928,SA,SA,Lord's,246,378,Team2,Team1,Bowl,56
929,IND,AUS,Karachi,244,395,Team1,Team1,Bowl,34
930,PAK,AUS,Sydney,220,278,Team2,Team2,Bowl,63
931,NZ,NZ,Karachi,208,350,Team1,Team2,Bowl,35
932,PAK,SA,Sydney,286,246,Team1,Team2,Bat,88
933,AUS,IND,Karachi,221,222,Team1,Team1,Bat,4
934,ENG,ENG,Lord's,276,389,Team1,Team2,Bowl,13
935,SA,AUS,Karachi,335,269,Team2,Team2,Bowl,93
936,AUS,AUS,Karachi,361,329,Team1,Team1,Bowl,17
937,NZ,NZ,Cape Town,343,338,Team1,Team2,Bowl,57
938,NZ,SA,Sydney,354,337,Team2,Team2,Bowl,47
939,SA,NZ,Sydney,363,272,Team2,Team1,Bat,87
940,ENG,SA,Lord's,319,375,Team1,Team2,Bowl,31
941,NZ,ENG,Mumbai,373,249,Team2,Team1,Bat,68
942,PAK,IND,Sydney,398,372,Team2,Team1,Bowl,81
943,NZ,ENG,Mumbai,361,396,Team2,Team1,Bat,31
944,IND,IND,Lord's,268,254,Team2,Team1,Bowl,69
945,IND,AUS,Karachi,351,364,Team2,Team1,Bowl,12
946,NZ,AUS,Mumbai,257,236,Team1,Team1,Bat,84
947,NZ,IND,Karachi,227,221,Team2,Team1,Bowl,9
948,AUS,NZ,Lord's,387,306,Team2,Team1,Bat,41
949,ENG,IND,Lord's,310,200,Team1,Team2,Bowl,54
950,AUS,AUS,Karachi,361,377,Team1,Team2,Bat,80
951,NZ,PAK,Sydney,280,394,Team1,Team1,Bat,29
952,ENG,SA,Sydney,324,398,Team2,Team1,Bat,46
953,PAK,AUS,Lord's,262,340,Team2,Team2,Bowl,20
954,IND,SA,Lord's,257,355,Team1,Team2,Bowl,78
955,SA,IND,Karachi,372,258,Team2,Team1,Bowl,85
956,IND,PAK,Lord's,205,221,Team2,Team2,Bowl,52
957,PAK,NZ,Cape Town,275,294,Team2,Team2,Bowl,34
958,PAK,SA,Karachi,241,201,Team1,Team2,Bat,23
959,ENG,SA,Sydney,321,326,Team1,Team1,Bat,2
960,SA,AUS,Cape Town,223,352,Team2,Team2,Bowl,19
961,PAK,IND,Mumbai,242,227,Team2,Team2,Bat,45
962,SA,IND,Sydney,353,298,Team2,Team1,Bowl,8
963,ENG,IND,Lord's,280,385,Team2,Team1,Bowl,46
964,NZ,AUS,Cape Town,211,222,Team2,Team2,Bat,52
965,NZ,SA,Mumbai,275,214,Team1,Team2,Bowl,84
966,IND,SA,Karachi,206,243,Team2,Team1,Bat,78
967,IND,NZ,Lord's,357,286,Team1,Team2,Bowl,86
968,SA,ENG,Cape Town,280,351,Team2,Team1,Bat,24
969,AUS,NZ,Lord's,372,387,Team2,Team1,Bowl,11
970,NZ,IND,Karachi,365,354,Team1,Team2,Bowl,27
971,ENG,AUS,Cape Town,263,226,Team1,Team1,Bat,80
972,NZ,AUS,Sydney,358,224,Team1,Team2,Bowl,42
973,PAK,AUS,Karachi,311,394,Team1,Team1,Bowl,91
974,PAK,IND,Karachi,275,227,Team1,Team2,Bat,60
975,AUS,IND,Lord's,264,366,Team1,Team1,Bat,92
976,PAK,AUS,Karachi,377,273,Team2,Team1,Bowl,60
977,ENG,AUS,Lord's,237,287,Team1,Team1,Bowl,20
978,ENG,SA,Sydney,230,270,Team2,Team1,Bat,71
979,PAK,PAK,Karachi,395,203,Team1,Team1,Bowl,26
980,SA,SA,Lord's,341,318,Team1,Team2,Bowl,11
981,PAK,IND,Cape Town,314,300,Team1,Team1,Bat,37
982,SA,NZ,Cape Town,398,364,Team2,Team1,Bowl,70
983,PAK,NZ,Sydney,216,232,Team1,Team2,Bowl,24
984,SA,SA,Cape Town,370,268,Team1,Team2,Bat,65
985,IND,ENG,Mumbai,396,287,Team2,Team2,Bowl,18
986,AUS,ENG,Sydney,328,292,Team2,Team1,Bat,2
987,AUS,IND,Sydney,212,228,Team1,Team1,Bowl,6
988,NZ,AUS,Mumbai,283,210,Team1,Team1,Bowl,52
989,NZ,PAK,Lord's,394,347,Team2,Team2,Bat,64
990,PAK,AUS,Mumbai,399,382,Team2,Team2,Bowl,79
991,IND,ENG,Lord's,224,235,Team2,Team2,Bowl,63
992,SA,SA,Sydney,311,329,Team2,Team1,Bat,60
993,IND,NZ,Karachi,315,328,Team1,Team2,Bowl,75
994,IND,SA,Cape Town,212,360,Team2,Team1,Bat,94
995,PAK,AUS,Mumbai,325,241,Team1,Team2,Bowl,71
996,ENG,NZ,Sydney,304,322,Team1,Team1,Bowl,94
997,PAK,PAK,Mumbai,374,250,Team2,Team1,Bowl,9
998,SA,NZ,Karachi,245,228,Team2,Team2,Bat,21
999,NZ,ENG,Cape Town,261,359,Team1,Team1,Bat,90
1000,IND,SA,Mumbai,235,375,Team1,Team1,Bat,43
